dia_semana;uf;br;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;pessoas;mortos;feridos;veiculos
quinta-feira;SC;282;CHAPECO;Ingestao de alcool pelo condutor;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Garoa/Chuvisco;1;0;0;1
sexta-feira;SC;470;LONTRAS;Conversao proibida;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sexta-feira;SC;470;NAVEGANTES;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Fatais;Amanhecer;Nublado;4;2;0;3
sexta-feira;SC;280;GUARAMIRIM;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sexta-feira;SC;282;CATANDUVAS;Ultrapassagem Indevida;Colisao frontal;Com Vitimas Feridas;Amanhecer;Ceu Claro;4;0;2;4
sexta-feira;SC;101;ARARANGUA;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
sexta-feira;SC;101;PALHOCA;Manobra de mudanca de faixa;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
segunda-feira;SC;282;PINHALZINHO;Reacao tardia ou ineficiente do condutor;Engavetamento;Com Vitimas Feridas;Anoitecer;Ceu Claro;4;0;2;3
sexta-feira;SC;280;GUARAMIRIM;Ausencia de reacao do condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sexta-feira;SC;163;SAO MIGUEL DO OESTE;Condutor deixou de manter distancia do veiculo da frente;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
sexta-feira;SC;282;CAMPOS NOVOS;Ultrapassagem Indevida;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;3
sexta-feira;SC;163;GUARACIABA;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sexta-feira;SC;101;TIJUCAS;Reacao tardia ou ineficiente do condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;3
quinta-feira;SC;116;SANTA CECILIA;Ultrapassagem Indevida;Colisao lateral sentido oposto;Com Vitimas Feridas;Plena Noite;Nevoeiro/Neblina;4;0;3;3
sexta-feira;SC;101;PALHOCA;Trafegar com motocicleta (ou similar) entre as faixas;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sexta-feira;SC;470;RODEIO;Ausencia de reacao do condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
segunda-feira;SC;282;XAXIM;Deficiencia do Sistema de Iluminacao/Sinalizacao;Colisao traseira;Com Vitimas Feridas;Amanhecer;Ceu Claro;1;0;1;1
terca-feira;SC;470;RIO DO SUL;Conversao proibida;Colisao frontal;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;3;0;2;2
sexta-feira;SC;101;ARAQUARI;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quarta-feira;SC;470;TROMBUDO CENTRAL;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;2;2
sexta-feira;SC;280;ARAQUARI;Reacao tardia ou ineficiente do condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;2;2
sexta-feira;SC;101;ITAJAI;Condutor deixou de manter distancia do veiculo da frente;Engavetamento;Com Vitimas Feridas;Pleno dia;Nublado;4;0;1;3
sexta-feira;SC;282;SANTO AMARO DA IMPERATRIZ;Ultrapassagem Indevida;Atropelamento de Pedestre;Com Vitimas Feridas;Anoitecer;Ceu Claro;2;0;1;1
sexta-feira;SC;470;BLUMENAU;Ausencia de reacao do condutor;Colisao lateral mesmo sentido;Sem Vitimas;Anoitecer;Nublado;2;0;0;2
sexta-feira;SC;282;CATANDUVAS;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
sexta-feira;SC;282;SANTO AMARO DA IMPERATRIZ;Trafegar com motocicleta (ou similar) entre as faixas;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sexta-feira;SC;470;INDAIAL;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Anoitecer;Nublado;2;0;1;2
sexta-feira;SC;280;SAO FRANCISCO DO SUL;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;1;0;1;1
sexta-feira;SC;101;JOINVILLE;Declive acentuado;Engavetamento;Com Vitimas Feridas;Anoitecer;Ceu Claro;3;0;1;3
sexta-feira;SC;101;SAO JOSE;Trafegar com motocicleta (ou similar) entre as faixas;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;2
sexta-feira;SC;101;ARAQUARI;Frear bruscamente;Tombamento;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;2;0;1;1
sexta-feira;SC;101;PALHOCA;Ausencia de reacao do condutor;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;1;0;1;1
sexta-feira;SC;280;PORTO UNIAO;Ultrapassagem Indevida;Colisao frontal;Com Vitimas Feridas;Plena Noite;Chuva;3;0;1;2
quinta-feira;SC;280;ARAQUARI;Iluminacao deficiente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;4;0;1;2
sexta-feira;SC;470;AGRONOMICA;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;1;0;1;1
sexta-feira;SC;101;TUBARAO;Reacao tardia ou ineficiente do condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;2;0;2;2
sexta-feira;SC;470;ASCURRA;Ausencia de reacao do condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Chuva;2;0;1;2
sexta-feira;SC;470;NAVEGANTES;Ingestao de alcool pelo condutor;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;1;0;0;1
sabado;SC;101;ITAPEMA;Ingestao de alcool pelo condutor;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;2;0;1;1
sabado;SC;470;ILHOTA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;4;0;2;2
sabado;SC;480;CHAPECO;Ingestao de alcool pelo condutor;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Chuva;2;0;1;1
sabado;SC;101;ITAJAI;Pista Escorregadia;Colisao com objeto;Sem Vitimas;Amanhecer;Chuva;1;0;0;1
sabado;SC;163;SAO MIGUEL DO OESTE;Neblina;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Nevoeiro/Neblina;1;0;1;1
domingo;SC;101;JOINVILLE;Velocidade Incompativel;Capotamento;Sem Vitimas;Plena Noite;Ceu Claro;1;0;0;1
sabado;SC;280;SAO BENTO DO SUL;Chuva;Saida de leito carrocavel;Sem Vitimas;Amanhecer;Nevoeiro/Neblina;1;0;0;1
sabado;SC;101;GOVERNADOR CELSO RAMOS;Velocidade Incompativel;Colisao com objeto;Com Vitimas Fatais;Pleno dia;Nublado;1;1;0;1
sabado;SC;101;BALNEARIO CAMBORIU;Avarias e/ou desgaste excessivo no pneu;Colisao com objeto;Sem Vitimas;Pleno dia;Chuva;2;0;0;2
sabado;SC;101;BIGUACU;Velocidade Incompativel;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Chuva;2;0;2;1
sabado;SC;101;BALNEARIO PICARRAS;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
sabado;SC;116;PAPANDUVA;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;4;0;3;2
sabado;SC;280;ARAQUARI;Acumulo de agua sobre o pavimento;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;2
sabado;SC;101;PAULO LOPES;Chuva;Colisao traseira;Com Vitimas Fatais;Pleno dia;Chuva;3;1;1;2
sabado;SC;101;PESCARIA BRAVA;Acumulo de agua sobre o pavimento;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;1
sabado;SC;101;ARAQUARI;Chuva;Capotamento;Sem Vitimas;Pleno dia;Chuva;1;0;0;1
sabado;SC;282;SANTO AMARO DA IMPERATRIZ;Transitar na contramao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;3;0;2;2
sabado;SC;101;ITAJAI;Ausencia de reacao do condutor;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;1;0;1;1
sabado;SC;116;PAPANDUVA;Transitar na contramao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Chuva;3;0;2;2
sabado;SC;101;CAPIVARI DE BAIXO;Reacao tardia ou ineficiente do condutor;Colisao lateral mesmo sentido;Sem Vitimas;Anoitecer;Chuva;2;0;0;2
sabado;SC;282;XAXIM;Ingestao de alcool pelo condutor;Colisao lateral mesmo sentido;Sem Vitimas;Pleno dia;Chuva;2;0;0;2
sabado;SC;470;SAO CRISTOVAO DO SUL;Acumulo de agua sobre o pavimento;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;2;0;2;1
sabado;SC;280;MAFRA;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;1;0;0;1
sabado;SC;280;SAO BENTO DO SUL;Chuva;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;4;0;1;1
sabado;SC;470;BLUMENAU;Reacao tardia ou ineficiente do condutor;Colisao lateral mesmo sentido;Sem Vitimas;Plena Noite;Chuva;2;0;0;2
sabado;SC;470;NAVEGANTES;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Chuva;3;0;2;2
sabado;SC;101;SAO JOSE;Ingestao de alcool pelo condutor;Capotamento;Sem Vitimas;Plena Noite;Chuva;1;0;0;1
sabado;SC;470;LONTRAS;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;1;0;1;1
sabado;SC;280;JARAGUA DO SUL;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
domingo;SC;101;BARRA VELHA;Deficiencia do Sistema de Iluminacao/Sinalizacao;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Chuva;2;0;1;2
sabado;SC;470;INDAIAL;Chuva;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;2;0;2;1
domingo;SC;280;GUARAMIRIM;Obras na pista;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Chuva;3;0;2;2
domingo;SC;101;BIGUACU;Pista Escorregadia;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Nublado;4;0;4;1
domingo;SC;101;BIGUACU;Reacao tardia ou ineficiente do condutor;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Nublado;2;0;2;1
domingo;SC;470;BLUMENAU;Ingestao de alcool pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;7;0;5;4
sexta-feira;SC;153;IRANI;Ausencia de reacao do condutor;Colisao lateral sentido oposto;Com Vitimas Fatais;Pleno dia;Ceu Claro;3;1;2;3
domingo;SC;470;IBIRAMA;Pista Escorregadia;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Nublado;3;0;1;3
domingo;SC;101;PALHOCA;Trafegar com motocicleta (ou similar) entre as faixas;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;1
domingo;SC;280;ARAQUARI;Acesso irregular;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
domingo;SC;282;ALFREDO WAGNER;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;2;0;0;1
domingo;SC;101;IMBITUBA;Acessar a via sem observar a presenca dos outros veiculos;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
domingo;SC;101;PALHOCA;Ingestao de alcool pelo condutor;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
domingo;SC;280;JARAGUA DO SUL;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Anoitecer;Ceu Claro;2;0;2;2
domingo;SC;153;CONCORDIA;Demais falhas mecanicas ou eletricas;Incendio;Sem Vitimas;Pleno dia;Ceu Claro;1;0;0;1
domingo;SC;101;TUBARAO;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;2
domingo;SC;101;SAO JOSE;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;1
domingo;SC;470;CURITIBANOS;Ingestao de alcool pelo condutor;Colisao lateral sentido oposto;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
domingo;SC;282;PINHALZINHO;Ingestao de alcool pelo condutor;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;1;2
segunda-feira;SC;101;PENHA;Velocidade Incompativel;Colisao traseira;Com Vitimas Fatais;Plena Noite;Nublado;3;1;0;2
segunda-feira;SC;470;INDAIAL;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Amanhecer;Nublado;2;0;1;2
quinta-feira;SC;282;RANCHO QUEIMADO;Problema com o freio;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
domingo;SC;470;BLUMENAU;Desrespeitar a preferencia no cruzamento;Colisao transversal;Sem Vitimas;Pleno dia;Ceu Claro;2;0;0;2
segunda-feira;SC;101;ICARA;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
segunda-feira;SC;101;ITAJAI;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
segunda-feira;SC;282;PONTE SERRADA;Condutor Dormindo;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
segunda-feira;SC;101;BALNEARIO CAMBORIU;Reacao tardia ou ineficiente do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
segunda-feira;SC;101;ITAPEMA;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;282;XANXERE;Transitar na contramao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;1;3
segunda-feira;SC;101;BIGUACU;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;4;0;1;2
segunda-feira;SC;101;PALHOCA;Pista em desnivel;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
segunda-feira;SC;101;BIGUACU;Ingestao de alcool pelo condutor;Colisao lateral mesmo sentido;Sem Vitimas;Pleno dia;Ceu Claro;2;0;0;2
segunda-feira;SC;101;PALHOCA;Ausencia de reacao do condutor;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
segunda-feira;SC;101;PORTO BELO;Manobra de mudanca de faixa;Colisao traseira;Sem Vitimas;Pleno dia;Nublado;2;0;0;2
segunda-feira;SC;282;PINHALZINHO;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;1
segunda-feira;SC;282;CHAPECO;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
segunda-feira;SC;280;RIO NEGRINHO;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;2;0;1;2
segunda-feira;SC;116;SANTA CECILIA;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Sem Vitimas;Plena Noite;Chuva;2;0;0;2
terca-feira;SC;101;JOINVILLE;Mal subito do condutor;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
segunda-feira;SC;280;MAFRA;Transitar na contramao;Colisao lateral sentido oposto;Sem Vitimas;Plena Noite;Chuva;2;0;0;2
terca-feira;SC;116;CORREIA PINTO;Acessar a via sem observar a presenca dos outros veiculos;Colisao lateral mesmo sentido;Sem Vitimas;Amanhecer;Nevoeiro/Neblina;2;0;0;2
terca-feira;SC;101;SAO JOSE;Ausencia de reacao do condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;4;0;2;3
terca-feira;SC;101;SAO JOSE;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
sabado;SC;153;CONCORDIA;Transitar no acostamento;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;2;2
terca-feira;SC;282;LAGES;Demais falhas mecanicas ou eletricas;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
quarta-feira;SC;116;SAO CRISTOVAO DO SUL;Velocidade Incompativel;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;2
terca-feira;SC;101;SAO JOSE;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;3;0;0;3
terca-feira;SC;282;CHAPECO;Obras na pista;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
terca-feira;SC;101;SAO JOSE;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
terca-feira;SC;101;JOINVILLE;Demais falhas mecanicas ou eletricas;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;3
terca-feira;SC;470;INDAIAL;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Anoitecer;Nublado;2;0;1;1
terca-feira;SC;280;ARAQUARI;Condutor deixou de manter distancia do veiculo da frente;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
terca-feira;SC;101;SAO JOSE;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
terca-feira;SC;282;SAO MIGUEL DO OESTE;Ausencia de reacao do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
terca-feira;SC;282;IRACEMINHA;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Sem Vitimas;Pleno dia;Ceu Claro;2;0;0;2
sexta-feira;SC;101;BIGUACU;Ingestao de alcool pelo condutor;Colisao com objeto;Com Vitimas Fatais;Pleno dia;Ceu Claro;1;1;0;1
terca-feira;SC;101;BALNEARIO CAMBORIU;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Ceu Claro;2;1;0;1
terca-feira;SC;282;LAGES;Reacao tardia ou ineficiente do condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;1;2
terca-feira;SC;470;CURITIBANOS;Animais na Pista;Atropelamento de Animal;Sem Vitimas;Plena Noite;Nublado;2;0;0;1
terca-feira;SC;470;CURITIBANOS;Animais na Pista;Atropelamento de Animal;Sem Vitimas;Plena Noite;Nublado;2;0;0;1
terca-feira;SC;101;SAO JOSE;Estacionar ou parar em local proibido;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
terca-feira;SC;282;DESCANSO;Demais falhas mecanicas ou eletricas;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;1;0;1;1
quarta-feira;SC;101;BIGUACU;Trafegar com motocicleta (ou similar) entre as faixas;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quarta-feira;SC;101;SAO JOSE;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vitimas Feridas;Pleno dia;Sol;2;0;2;1
quarta-feira;SC;101;ITAJAI;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;3
quarta-feira;SC;101;ITAJAI;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quarta-feira;SC;101;SAO JOSE;Velocidade Incompativel;Engavetamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;4;0;1;4
quarta-feira;SC;101;BARRA VELHA;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
quarta-feira;SC;280;GUARAMIRIM;Conversao proibida;Colisao transversal;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;4;0;1;2
domingo;SC;101;JOINVILLE;Velocidade Incompativel;Colisao transversal;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;3;0;2;2
quarta-feira;SC;101;SAO JOSE;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;6;0;4;3
quarta-feira;SC;282;VARGEM BONITA;Demais falhas mecanicas ou eletricas;Incendio;Com Vitimas Feridas;Plena Noite;Ignorado;1;0;1;1
quarta-feira;SC;470;BLUMENAU;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;2
quarta-feira;SC;101;TIJUCAS;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quarta-feira;SC;280;IRINEOPOLIS;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Anoitecer;Nublado;2;0;2;2
quarta-feira;SC;282;FLORIANOPOLIS;Reacao tardia ou ineficiente do condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;2
quarta-feira;SC;282;XANXERE;Desrespeitar a preferencia no cruzamento;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
quinta-feira;SC;280;RIO NEGRINHO;Condutor deixou de manter distancia do veiculo da frente;Engavetamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;3
quinta-feira;SC;101;BALNEARIO CAMBORIU;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Nublado;3;1;0;1
sabado;SC;470;BLUMENAU;Reacao tardia ou ineficiente do condutor;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Nublado;3;0;1;2
quinta-feira;SC;470;NAVEGANTES;Acumulo de agua sobre o pavimento;Tombamento;Sem Vitimas;Plena Noite;Chuva;1;0;0;1
sexta-feira;SC;101;SAO JOSE;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quarta-feira;SC;101;BIGUACU;Demais falhas mecanicas ou eletricas;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Chuva;1;0;1;1
sexta-feira;SC;282;RANCHO QUEIMADO;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;1
quinta-feira;SC;101;ITAJAI;Condutor deixou de manter distancia do veiculo da frente;Engavetamento;Com Vitimas Feridas;Pleno dia;Nublado;5;0;1;5
quinta-feira;SC;101;SAO JOSE;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quinta-feira;SC;101;BARRA VELHA;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;1;0;1;1
quinta-feira;SC;101;SAO JOSE;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;3;0;1;2
quinta-feira;SC;101;TUBARAO;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;3;0;1;2
quinta-feira;SC;101;PALHOCA;Ausencia de reacao do condutor;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;1;0;1;1
quinta-feira;SC;101;ITAPEMA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;101;PALHOCA;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;280;JARAGUA DO SUL;Conversao proibida;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;2
quinta-feira;SC;470;IBIRAMA;Mal subito do condutor;Colisao frontal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;101;IMBITUBA;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vitimas Fatais;Pleno dia;Nublado;4;1;0;1
quinta-feira;SC;101;JAGUARUNA;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;101;ITAJAI;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;280;GUARAMIRIM;Transitar na contramao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;6;0;1;2
sexta-feira;SC;101;BARRA VELHA;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
sexta-feira;SC;101;SAO JOSE;Ultrapassagem Indevida;Colisao transversal;Com Vitimas Feridas;Amanhecer;Ceu Claro;2;0;1;2
quinta-feira;SC;101;ITAJAI;Demais falhas na via;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;2;0;0;2
quinta-feira;SC;101;ITAJAI;Ultrapassagem Indevida;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Nevoeiro/Neblina;2;0;1;2
domingo;SC;101;ARARANGUA;Ausencia de reacao do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ignorado;2;0;2;1
quarta-feira;SC;101;SAO JOSE;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;3;0;3;2
sexta-feira;SC;282;RANCHO QUEIMADO;Demais falhas mecanicas ou eletricas;Incendio;Com Vitimas Feridas;Amanhecer;Ceu Claro;1;0;1;1
sexta-feira;SC;280;JARAGUA DO SUL;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nevoeiro/Neblina;4;0;4;2
sexta-feira;SC;282;NOVA ITABERABA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Sem Vitimas;Pleno dia;Sol;2;0;0;2
sexta-feira;SC;282;SAO JOSE;Reacao tardia ou ineficiente do condutor;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
sexta-feira;SC;101;PENHA;Carga excessiva e/ou mal acondicionada;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;2
sexta-feira;SC;101;ITAPEMA;Acessar a via sem observar a presenca dos outros veiculos;Colisao lateral mesmo sentido;Sem Vitimas;Pleno dia;Ceu Claro;2;0;0;2
